Wall time,Step,Value
1700349359.276149,99,0.05982910469174385
1700349395.784453,199,0.04046368971467018
1700349433.7199929,299,0.05613004043698311
1700349472.0506456,399,0.0554080531001091
1700349509.8527207,499,0.04864878207445145
1700349547.618163,599,0.0740145891904831
1700349585.5144804,699,0.051761746406555176
1700349623.4164398,799,0.07809042930603027
1700349661.2509732,899,0.06722106784582138
1700349699.1911466,999,0.09896023571491241
1700349737.596885,1099,0.09017404168844223
1700349774.454829,1199,0.09916489571332932
1700349813.0712512,1299,0.10105502605438232
1700349851.6252625,1399,0.0925522968173027
1700349889.6165473,1499,0.10704489052295685
1700349927.5280046,1599,0.13014212250709534
1700349965.661841,1699,0.12854883074760437
1700350003.0058694,1799,0.11642608046531677
1700350040.542601,1899,0.11382406949996948
1700350078.5393255,1999,0.11543574929237366
1700350115.466888,2099,0.1324629783630371
1700350153.8943353,2199,0.1274215579032898
1700350192.5403466,2299,0.14376801252365112
1700350230.8461459,2399,0.13438770174980164
1700350268.6486626,2499,0.13430853188037872
1700350306.6345956,2599,0.14035165309906006
1700350345.2543094,2699,0.13414695858955383
1700350383.153284,2799,0.14556194841861725
1700350421.186803,2899,0.14636927843093872
1700350459.854537,2999,0.14981156587600708
1700350498.029823,3099,0.15498007833957672
1700350536.3388872,3199,0.15215158462524414
1700350575.108463,3299,0.15707485377788544
1700350612.9530191,3399,0.1517588198184967
1700350651.424592,3499,0.15432140231132507
1700350688.3262572,3599,0.15551358461380005
1700350726.900714,3699,0.152604877948761
1700350764.2363565,3799,0.16090470552444458
1700350801.527695,3899,0.155319482088089
1700350839.970285,3999,0.16349950432777405
1700350878.5005393,4099,0.16458359360694885
1700350917.2593553,4199,0.1616310179233551
1700350955.3319032,4299,0.16298899054527283
1700350993.3182118,4399,0.17061281204223633
1700351030.667597,4499,0.1636451631784439
1700351068.0100436,4599,0.1627391129732132
1700351106.9564533,4699,0.16835010051727295
1700351144.243413,4799,0.16973595321178436
1700351181.6604502,4899,0.1676059365272522
1700351220.1434317,4999,0.17403320968151093
1700351258.5760977,5099,0.17718464136123657
1700351296.6145594,5199,0.1812053769826889
1700351335.1741014,5299,0.17783570289611816
1700351373.4038384,5399,0.1752932071685791
1700351412.1761053,5499,0.18225520849227905
1700351450.723808,5599,0.1776084154844284
1700351488.7616656,5699,0.17917801439762115
1700351527.0507107,5799,0.1784360110759735
1700351564.06239,5899,0.1791042983531952
1700351602.3344595,5999,0.1808113157749176
1700351640.9168098,6099,0.1837681531906128
1700351677.9831893,6199,0.18585196137428284
1700351716.6004908,6299,0.18907055258750916
1700351754.1196156,6399,0.1956670582294464
1700351791.3966696,6499,0.17936652898788452
1700351830.0639665,6599,0.18840119242668152
1700351867.4673326,6699,0.1866210401058197
1700351904.792393,6799,0.18940404057502747
1700351943.3979638,6899,0.18626275658607483
1700351981.0205564,6999,0.19296838343143463
1700352018.5159557,7099,0.1876889169216156
1700352056.1372974,7199,0.18558534979820251
1700352093.594776,7299,0.1964239627122879
1700352131.3533916,7399,0.19654367864131927
1700352169.7231593,7499,0.19181525707244873
1700352206.466297,7599,0.1941596269607544
1700352244.7403123,7699,0.1992158591747284
1700352283.127034,7799,0.19857600331306458
1700352321.8783588,7899,0.19454076886177063
1700352359.246141,7999,0.19375702738761902
1700352395.9652574,8099,0.19604194164276123
1700352433.0564885,8199,0.1973588466644287
1700352470.4753687,8299,0.19608372449874878
1700352509.1182456,8399,0.19808442890644073
1700352546.3982131,8499,0.20396381616592407
1700352583.6205535,8599,0.19484563171863556
1700352620.8736873,8699,0.20489519834518433
1700352659.2938454,8799,0.1934834122657776
1700352697.133201,8899,0.19210433959960938
1700352735.7407007,8999,0.19529573619365692
1700352774.5488656,9099,0.20186948776245117
1700352811.9205,9199,0.19737228751182556
1700352849.0294805,9299,0.20272253453731537
1700352887.421872,9399,0.20288801193237305
1700352924.9124708,9499,0.20755749940872192
1700352962.0519462,9599,0.19986435770988464
1700352999.3493586,9699,0.20657746493816376
1700353036.7608135,9799,0.20342594385147095
1700353075.0729506,9899,0.20644429326057434
