Wall time,Step,Value
1700755273.1333737,99,0.3419169783592224
1700755314.1253703,199,0.3657560646533966
1700755355.4784422,299,0.4304679334163666
1700755396.9333837,399,0.423581063747406
1700755438.551726,499,0.4503030776977539
1700755479.9698093,599,0.4556381404399872
1700755521.4538937,699,0.4578740894794464
1700755562.845661,799,0.4814260005950928
1700755604.2714932,899,0.46940839290618896
1700755645.631884,999,0.4654272794723511
1700755687.1045942,1099,0.47538650035858154
1700755728.4397366,1199,0.469429075717926
1700755769.885974,1299,0.47478529810905457
1700755811.119057,1399,0.4681186079978943
1700755852.6864836,1499,0.47436651587486267
1700755894.161118,1599,0.48080289363861084
1700755935.5136857,1699,0.48152342438697815
1700755977.0025346,1799,0.47605568170547485
1700756018.4301705,1899,0.48309093713760376
1700756059.9737005,1999,0.4782678782939911
1700756101.3411632,2099,0.4806981086730957
1700756142.5942457,2199,0.48028385639190674
1700756184.003593,2299,0.48530638217926025
1700756225.485967,2399,0.48416900634765625
1700756266.8935225,2499,0.4692792594432831
1700756308.1656187,2599,0.4785165786743164
1700756349.4580765,2699,0.48541581630706787
1700756390.9691017,2799,0.4780837297439575
1700756432.2305317,2899,0.47956550121307373
1700756473.741346,2999,0.48159706592559814
1700756515.2297232,3099,0.48284053802490234
1700756556.7143543,3199,0.4772913455963135
1700756598.1532886,3299,0.4849569797515869
1700756639.655165,3399,0.47165369987487793
1700756681.1240928,3499,0.48227423429489136
1700756722.5194697,3599,0.4742807149887085
1700756763.9781704,3699,0.4657844007015228
1700756805.2008827,3799,0.4773575961589813
1700756846.8320978,3899,0.4839168190956116
1700756888.362381,3999,0.47907406091690063
1700756929.7132573,4099,0.48685312271118164
1700756971.2009008,4199,0.4907985329627991
1700757012.7705002,4299,0.4887668788433075
1700757054.3955855,4399,0.48702090978622437
1700757095.8284693,4499,0.4855536222457886
1700757137.3863943,4599,0.48618948459625244
1700757178.8572073,4699,0.48892414569854736
1700757220.3859754,4799,0.4873499572277069
1700757261.7976665,4899,0.4418904483318329
1700757303.2297063,4999,0.4607160985469818
1700757344.7158196,5099,0.48216864466667175
1700757386.132072,5199,0.48426198959350586
1700757427.5634675,5299,0.48944181203842163
1700757469.235113,5399,0.4903263747692108
1700757510.796667,5499,0.4907836318016052
1700757552.3230762,5599,0.4920351505279541
1700757593.8549564,5699,0.49148181080818176
1700757635.3815076,5799,0.4905623197555542
1700757677.0567179,5899,0.4890206754207611
1700757718.5129075,5999,0.4873063564300537
1700757760.0430927,6099,0.4896121025085449
