Wall time,Step,Value
1700106382.799158,99,0.31292861700057983
1700106424.3954978,199,0.3405757546424866
1700106466.0036132,299,0.3886895179748535
1700106507.6333241,399,0.3980797231197357
1700106549.3629584,499,0.43110477924346924
1700106591.070885,599,0.45000356435775757
1700106632.9074337,699,0.4323602318763733
1700106674.6057932,799,0.4626327157020569
1700106716.5293632,899,0.44956129789352417
1700106758.5039032,999,0.4526386857032776
1700106800.1953378,1099,0.46567684412002563
1700106841.8462057,1199,0.4752931594848633
1700106883.6331174,1299,0.46799856424331665
1700106925.4474573,1399,0.47241824865341187
1700106967.330366,1499,0.4774915277957916
1700107009.3571517,1599,0.469144731760025
1700107051.4806347,1699,0.4725896716117859
1700107093.6086264,1799,0.4810498356819153
1700107135.201747,1899,0.4841044545173645
1700107177.1436393,1999,0.47406378388404846
1700107218.9798872,2099,0.49160581827163696
1700107260.7434475,2199,0.48926469683647156
1700107302.587309,2299,0.4789726734161377
1700107344.2602692,2399,0.48780736327171326
1700107386.2779965,2499,0.4914705753326416
1700107428.0230992,2599,0.4766135513782501
1700107469.8887491,2699,0.48692038655281067
1700107511.6490655,2799,0.4866175651550293
1700107553.655692,2899,0.48570483922958374
1700107595.5322034,2999,0.4900367558002472
1700107637.28269,3099,0.4969509243965149
1700107679.0292304,3199,0.4863918721675873
1700107720.8046012,3299,0.4917140007019043
1700107762.8219264,3399,0.5004372596740723
1700107804.593454,3499,0.4991500973701477
1700107846.342301,3599,0.49660634994506836
1700107888.1524553,3699,0.48932406306266785
1700107930.1938705,3799,0.48926660418510437
1700107972.2088053,3899,0.49538928270339966
1700108014.0437517,3999,0.49449849128723145
1700108055.7834609,4099,0.499825119972229
1700108097.5707846,4199,0.4840213656425476
1700108139.3835225,4299,0.49647220969200134
1700108181.5831113,4399,0.49570226669311523
1700108223.5512104,4499,0.4893568158149719
1700108265.5319924,4599,0.4941288232803345
1700108307.8132334,4699,0.4949570298194885
1700108349.7610204,4799,0.49931079149246216
1700108391.7899454,4899,0.4990449547767639
1700108433.494932,4999,0.48416194319725037
1700108475.2780685,5099,0.4864148199558258
1700108517.0584364,5199,0.48879075050354004
1700108559.1528356,5299,0.4597080945968628
1700108600.9862742,5399,0.4762713313102722
1700108642.9030433,5499,0.492683470249176
1700108684.7353754,5599,0.5082061290740967
1700108726.5198977,5699,0.5028358101844788
1700108768.6193953,5799,0.506007969379425
1700108810.4853022,5899,0.5005789995193481
1700108852.3143945,5999,0.5059214234352112
1700108894.18578,6099,0.5008690357208252
1700108936.2953668,6199,0.5004304647445679
1700108978.1427913,6299,0.5060580372810364
1700109019.871812,6399,0.5038543343544006
1700109061.6804464,6499,0.5000064373016357
1700109103.5382097,6599,0.4923381209373474
1700109145.468974,6699,0.4973117411136627
1700109187.4689019,6799,0.5022976398468018
1700109229.545388,6899,0.49866437911987305
1700109271.4650455,6999,0.4888969957828522
1700109313.3597584,7099,0.497957706451416
1700109355.2791052,7199,0.49608492851257324
1700109397.2520247,7299,0.5038553476333618
1700109439.217731,7399,0.5106849074363708
1700109481.0669491,7499,0.5067481994628906
1700109522.8944976,7599,0.502622663974762
1700109565.0843418,7699,0.5052962303161621
1700109606.7989955,7799,0.5094584226608276
1700109648.6184113,7899,0.5068002939224243
1700109690.4523,7999,0.5039710402488708
1700109732.4809697,8099,0.4943779408931732
1700109774.216056,8199,0.498410701751709
1700109816.0788255,8299,0.49070650339126587
1700109857.9477777,8399,0.5043380260467529
1700109899.6947079,8499,0.5012412071228027
1700109941.656505,8599,0.49848198890686035
1700109983.526283,8699,0.5027647614479065
1700110025.5459874,8799,0.5027103424072266
1700110067.5066419,8899,0.5013478994369507
1700110109.2462285,8999,0.5101804733276367
1700110151.147833,9099,0.5079319477081299
1700110192.9394305,9199,0.505523681640625
1700110234.7509387,9299,0.5085034370422363
1700110276.613409,9399,0.47395986318588257
1700110318.5398386,9499,0.49908870458602905
1700110360.5091188,9599,0.5093260407447815
1700110402.2641962,9699,0.5101819038391113
1700110444.0292659,9799,0.5047358274459839
1700110485.7931662,9899,0.5070303678512573
1700110527.6808524,9999,0.5039390921592712
1700110569.7025435,10099,0.5100586414337158
1700110611.579919,10199,0.5048743486404419
1700110653.5300286,10299,0.5001503229141235
1700110695.5243,10399,0.5043002367019653
1700110737.5458808,10499,0.48542341589927673
1700110779.7385511,10599,0.5109938383102417
1700110821.562505,10699,0.5125845670700073
1700110863.37279,10799,0.47853440046310425
